# num_shells num_filled freq ml p   label energy
          20          5  0.1  2  46 add   3.749640339657866
          20          5  1.0  0  25 rm    16.76306368381328
          20          5  1.0  0  48 add   18.832907526424474
          20          5  1.0  1  17 rm    16.098740749494404
          20          5  1.0  1  34 add   18.151813589914205
          20          5  1.0  2  27 rm    16.731413066426946
          20          5  1.0  2  46 add   18.804935290468354
          20          5 0.28  0  25 rm    6.82755723784335
          20          5 0.28  0  48 add   7.586889797110136
          20          5 0.28  1  17 rm    6.66830488107126
          20          5 0.28  1  34 add   7.436117975966406
          20          5 0.28  2  27 rm    6.820884511065971
          20          5 0.28  2  46 add   7.580017550521424
          20          6  0.1  0  25 rm    4.277561448068327
          20          6  0.1  0  48 add   4.728087848494971
          20          6  0.1  1  37 rm    4.330407369250225
          20          6  0.1  1  62 add   4.771029359351305
          20          6  0.1  2  27 rm    4.276194823229241
          20          6  0.1  2  46 add   4.719805412921165
          20          6  1.0  0  25 rm    20.548097061629996
          20          6  1.0  0  48 add   22.5641112489346
          20          6  1.0  1  37 rm    21.178082187096635
          20          6  1.0  1  62 add   23.201369258194507
          20          6  1.0  2  27 rm    20.523248053297912
          20          6  1.0  2  46 add   22.523012249359923
          20          6 0.28  0  25 rm    8.528508737358132
          20          6 0.28  0  48 add   9.310384245819565
          20          6 0.28  1  37 rm    8.67901519772188
          20          6 0.28  1  62 add   9.448683444852241
          20          6 0.28  2  27 rm    8.522421303991427
          20          6 0.28  2  46 add   9.294505578996112
          20          7  1.0  0  49 rm    25.830211482768714
          20          7  1.0  0  80 add   27.825384024125647
          20          7  1.0  1  37 rm    25.20610372807539
          20          7  1.0  1  62 add   27.18114512285752
          20          7  1.0  2  51 rm    25.80694121840021
          20          7  1.0  2  78 add   27.804338337324765
          20          7 0.28  0  49 rm    10.730871988979885
          20          7 0.28  0  80 add   11.59398425504181
          20          7 0.28  1  37 rm    10.56322288672166
          20          7 0.28  1  62 add   11.38032638571502
          20          7 0.28  2  51 rm    10.724666888911205
          20          7 0.28  2  78 add   11.584223657684724
